Text,Label
CNG shall support mechanisms allowing the CNDs remote management when applicable.,nonsec
Protection mechanisms shall be implemented to avoid that a management client could access and modify parameters that is not allow to configure.,nonsec
"The CPN (trough CNDs and/or CNG) shall support manual configuration to insert information to access IMS network (e.g. IMPU, IMPI, Shared keys, Home Network Domain or P-CSCF IP Address, etc.).",nonsec
The CND directly or through the CNG must be able to access to Network Configuration Service Function without involving any user interaction.,nonsec
The Network Configuration Server should be able to upload different parameter sets related to service subscription.,nonsec
The CND should be able to support bootstrap capabilities in order to retrieve network configuration data to connect the NGN.,nonsec
The CND/CNG shall support a mechanism allowing the user to manually modify the association between a public identity (e.g. phone number) and a specific private identity corresponding to a single customer device not provided with a UICC and corresponding also to legal service level agreements between the user and the service provider.,nonsec
The CPN (CND and/or CNG) shall support a method to access a Self Configuration Server.,nonsec
The CPN should support a capability to ensure QoS and call prioritization for sessions originating or terminating in the H(e)NB.,nonsec
"A CND, as defined in clause 3, may use the CNG to access NGN services.",nonsec
Authorized users shall be able to access NGN-based services using any NGN supported home device.,nonsec
Both IMS capable devices with or without UICC and non-IMS capable devices without UICC shall be supported.,nonsec
"If the CND contains an ISIM/UICC, it shall support the AKA authentication method (TS 187 001 [8])",nonsec
"If the CND does not contain an ISIM/UICC, it shall support the HTTP Digest authentication or the NBA",nonsec
"The CND shall provide its registration identity, when it requires the registration to the network.",nonsec
"In order to support the NGN services and intra-CPN communications, all the CNDs in the CPN shall be addressable directly or by the mean of the CNG using L2/L3 mechanisms.",nonsec
The CND should support protocols for remote access management.,nonsec
The CND should support protocol for local authentication in CPN/CNG.,nonsec
"The CND shall support the NGN services usage (e.g. voice communications, video communications, IPTV, entertainment, etc.) allowing the connection to the right service control platforms to process the media.",nonsec
The CND shall support protocol to access the NGN service layer platforms.,nonsec
The CND shall support protocols to access Self Configuration application (as defined in clause 4.1).,nonsec
The CND shall be able to download and install client application services.,nonsec
The CND should be able to communicate its services related capabilities to the CNG.,nonsec
The CND should be able to support one or more codecs for communication services (as defined by TS�181 005 [1]).,nonsec
"The CNG should support or not prevent redirection of IP Multimedia sessions, as defined by TS 181 005 [1], independently from the type of device used (NGN terminal or other CND).",nonsec
"The CPN shall support secure remote access control, based on NGN network functions.",nonsec
"Multiple identities should be supported within the same subscription. Personal service profiles per each identity within the same subscription should be supported. A shared public identity on several terminals, with different private identities, shall be supported (shared IMPU).",nonsec
The CNG shall support a mechanism allowing the support of call forking towards customer non-IMS capable devices and shall able to store information related to private identities of non-IMS capable CNDs.,nonsec
(i.e. using the same CND in two different CPNs declaring the same public identity). Supporting this scenario for non IMS capable CNDs is still to be discussed.,nonsec
CNG shall be able to classify intra-LAN traffic that is simply bridged by the CNG itself within the CPN.,nonsec
"In case of managed services, QoS rules applied by CNG shall be configurable by a remote management system",nonsec
"The CNG shall be equipped with an application client to be remotely manageable by the service providers for configuration, monitoring, firmware upgrade purposes. In case of multiple service providers multiple clients configuring different sets of parameters (for example referring to different services) may be present. A single parameter can be modified by a single client only.",nonsec
The CNG shall support mechanisms for secure authentication and communication with the remote management system.,nonsec
"In case of managed services, the CNG shall support zero-touch provisioning to activate new services, starting from Internet access to voice and video services and shall be remotely manageable. In case of unmanaged services the user shall be able to configure the CNG by himself.",nonsec
CNDs connected to the CPN and devoted to specific managed services shall be remotely manageable,nonsec
"(e.g. VoIP phones, Video phones, STBs, etc).",nonsec
The CND directly or through the CNG must be able to access to Network Configuration Service Function avoiding any user interaction. (and so the Network Configuration Server should be able to upload different parameter related to service subscription).,nonsec
The CND/CNG shall support a mechanism allowing the user to manually modify the association between a public identity (e.g. phone number) and a specific private identity corresponding to a single customer device not provided with a UICC.,nonsec
The system shall refresh the display every 60 seconds.,nonsec
The application shall match the color of the schema set forth by Department of Homeland Security,nonsec
If projected  the data must be readable.  On a 10x10 projection screen  90% of viewers must be able to read Event / Activity data from a viewing distance of 30,nonsec
The product shall be available during normal business hours. As long as the user has access to the client PC  the system will be available 99% of the time during the first six months of operation.,nonsec
If projected  the data must be understandable. On a 10x10 projection screen  90% of viewers must be able to determine that Events or Activities are occuring in current time from a viewing distance of 100,nonsec
The product shall ensure that it can only be accessed by authorized users.  The product will be able to distinguish between authorized and unauthorized users in all access attempts,sec
The product shall be intuitive and self-explanatory.  :  90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product.,nonsec
The product shall respond fast to keep up-to-date data in the display.,nonsec
The system shall have a MDI form that allows for the viewing of the graph and the data table.,nonsec
The system shall display Events in a vertical table by time.,nonsec
The system shall display the Events in a graph by time.,nonsec
The system shall display Events or Activities.,nonsec
The display shall have two regions:  left 2/3 of the display is graphical  right 1/3 of the display is a data table,nonsec
The data displayed in both the nodes within the graph and the rows in the table are MSEL Summary data,nonsec
The table side of the display shall be split into 2 regions: sequential and temporal.,nonsec
The top 1/4 of the table will hold events that are to occur sequentially.,nonsec
The bottom 3/4 of the table will hold events that occur according to its relevance to current time.,nonsec
The system shall color code events according to their variance from current time.,nonsec
The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications,nonsec
The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications.,nonsec
The system shall allow modification of the display.,nonsec
The system shall offer a display of all the Events in the exercise.,nonsec
The system shall filter data by: Venues and Key Events.,nonsec
The system shall allow a user to define the time segments,nonsec
The system shall display the local and exercise time in separate clocks,nonsec
The system shall offer the ability to pause and resume the refresh of data.,nonsec
The system shall provide charts for the Activity or Event actual versus assumed time.,nonsec
The system shall provide a history report of changes made to the Activity or Event data,nonsec
The look and feel of the system shall conform to the user interface standards of the smart device.,nonsec
The user interface shall have standard menus  buttons for navigation,nonsec
The system shall have a professional appearance,nonsec
The product shall have a consistent color scheme and fonts.,nonsec
The system shall be used by realtors with no training.,nonsec
The system shall be intuitive and self explanatory.,nonsec
The product shall be easy for a realtor to learn.,nonsec
The product shall use symbols and words that are naturally understandable by the realtor community.,nonsec
The product shall produce search results in an acceptable time,nonsec
The search results shall be returned no later 30      seconds  after the user has entered the search criteria,nonsec
The product shall generate a CMA report in an acceptable time.,nonsec
The CMA report shall be returned no later 60 seconds after the user has entered the CMA report criteria.,nonsec
The product shall synchronize contacts and appointments in an acceptable time.,nonsec
The product shall synchronize with the office system every hour.,nonsec
The product shall be available for use 24 hours per day  365 days  per year,nonsec
Out of 1000 accesses to the system  the system is available 999 times.,nonsec
The product shall operate in offline mode whenever internet connection is unavailable.,nonsec
The product shall allow the user to view previously downloaded search results  CMA reports  and appointments.,nonsec
The product shall retain user preferences in the event of a failure.,nonsec
100% of saved user preferences shall be restored when system comes back online.,nonsec
The product shall be able to support multiple remote users,nonsec
The product shall be able support 1000 simultaneous users.,nonsec
The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 times within the next year.,nonsec
The product shall be installed by an untrained realtor   without recourse to separately-printed instructions.,nonsec
90% of untrained realtors shall be able to install the product on their device without printed instructions,nonsec
The product is expected to run on Windows CE and Palm operating systems.,nonsec
Only registered realtors shall be able to access the system.,sec
Every user of the system shall be authenticated and authorized.,sec
The product shall prevent its data from incorrect data being introduced.,sec
The system shall allow a real estate agent to query MLS information,nonsec
The user shall be able to get driving directions to a selected property,nonsec
The user shall be able to download appointments and contact information for clients,nonsec
The system shall display clear property images in the search results,nonsec
The system shall update or create new property listings in the MLS,nonsec
Realtor shall be able to generate a CMA report based on property criteria,nonsec
The system shall be able to call the seller or buyer to schedule an appointment,nonsec
The realtor shall be notified of new client appointments after automatic synchronization with office system,nonsec
The realtor shall be able to retrieve a map showing property locations for a specified area,nonsec
The system shall notify the realtor when a seller or buyer responds to an appointment request,nonsec
The product shall allow the user to save the property search results.,nonsec
The system shall be easy to use by the Program Administrators/Nursing Staff Members.,nonsec
All of the users shall be able to use the system after one day of training.,nonsec
The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.,nonsec
The number of mistakes noted by the students shall be decreased by 50% in the first year.,nonsec
The system shall be intuitive to the Program Administrators/Nursing Staff Members.,nonsec
2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.,nonsec
The system shall use symbols and words that are naturally understandable by the user community.,nonsec
The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.,nonsec
Staff members shall be able to complete a set of tasks in a timely manner.,nonsec
The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds.,nonsec
The system shall be available for use between the hours of 8am and 6pm.,nonsec
The system shall achieve 95% up time.,nonsec
system shall be able to handle all of the user requests/usage during business hours.,nonsec
The system shall cater to 10 simultaneous users from 9am to 5pm.,nonsec
The system shall be capable of processing 100% of nursing students and their classes for the next 10 years.,nonsec
The system shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.,nonsec
The system shall able to operate within a business office environment typical of the Nursing Department at DePaul University.,nonsec
The system shall be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members.,nonsec
The system shall operate within the Windows XP Professional operating system.,nonsec
The system shall interface with CampusConnect’s central server,nonsec
The system shall interface with the faculty central server.,nonsec
The system shall interface with the student master server.,nonsec
We must be able to interface with any HTML browser.,nonsec
Only authorized users shall have access to clinical site information.,sec
Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details.,sec
Only authorized users shall have access to students’ personal information.,sec
Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students’ personal information.,sec
Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.,sec
Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.,sec
The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.,sec
The system shall protect private information in accordance with the organization’s information policy.,sec
The system shall be built such that it is as secure as possible from malicious interference.,sec
The system shall use the organization’s standard virus protection software to help monitor threats to itself.,sec
A cohort shall be associated to one Program of Study offered by the department.,nonsec
Program Administrators and Nursing Staff Members shall be able to add a listing of students to a cohort.,nonsec
Program Administrators and Nursing Staff Members shall be able to add a single student to a cohort,nonsec
Students added to a cohort shall be eligible for the cohort’s Program of Study.,nonsec
Program Administrators and Nursing Staff Members shall be able to specify the preferred sequence of classes for a given cohort.,nonsec
For each class within a sequence for a cohort  Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.,nonsec
Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes,nonsec
Program Administrators and Nursing Staff Members shall be able to add clinical classes or sections to a sequence of classes,nonsec
Program Administrators and Nursing Staff Members shall be able to add a new cohort to the system  identified by start month and year.,nonsec
Program Administrators and Nursing Staff Members shall be able to add new classes for the nursing department into the system.,nonsec
A class shall be either a non-clinical class or a clinical class.,nonsec
A non-clinical class shall specify the course name  lecture room requirements  and instructor needs.,nonsec
A clinical class shall specify the course name  lecture room requirements  clinical site needs  lecture instructor needs  and clinical lab instructor needs.,nonsec
Program Administrators/Nursing Staff Members shall be able to create a new Program of Study.,nonsec
A Program of Study shall consist of a program name and listing of required classes (both clinical and non-clinical) that must be completed.,nonsec
Program Administrators and Nursing Staff Members shall have the ability to specify which classes are required for a Program of Study,nonsec
The system shall be able to display a report of needed classes for a given quarter for all cohorts of all programs for Program Administrators/Nursing Staff Members’ planning purposes.,nonsec
The report of needed classes shall include (but not be limited to) classes to be offered  number of sections needed  number of labs needed  and room types needed.,nonsec
Classes for a given cohort shall not conflict with regards to the time and day that they are offered.,nonsec
Program Administrators and Nursing Staff Members shall be able to add a new clinical site into the system.,nonsec
Clinical site information shall include (but not be limited to) the name of the site  contact person  and contact information.,nonsec
Program Administrators and Nursing Staff Members shall be able to add a new clinical lab section for an existing clinical class into the System.,nonsec
A clinical lab section shall include the clinical site name  the class  instructor  day and time of the lab.,nonsec
Program Administrators and Nursing Staff Members shall be able to add a student who has registered for a clinical class to a clinical lab section for that class.,nonsec
The system shall allow a Program Administrator or Nursing staff member to remove a student from a clinical lab section.,nonsec
The system shall allow a Program Administrator/Nursing Staff Member to move a student from one clinical lab section to another clinical lab section corresponding to the same clinical class.,nonsec
Program Administrators/Nursing Staff Members shall be able to cancel a clinical lab section only if there are no students registered for that clinical lab section.,nonsec
A Program Administrator/Nursing Staff Member shall be able to add a new nursing student to the system.,nonsec
A staff member shall have the ability to manage the progress of a part time student  which includes modifying their sequence of classes and timeline of classes.,nonsec
The system shall be able to display a printable summary for individual cohorts  which will include the students enlisted  the Program of study  sequence of classes  cohort progress through the program  and timeline of completion.,nonsec
The system shall be able to display a printable summary for individual clinical sites  which will include information on labs being held at that site for the given quarter (Clinical site  general information on labs held at that location  dates and times of all labs held there).,nonsec
The system shall be able to display a printable summary for individual clinical labs  which will include (but not be limited to) class name  class number  lab section  listing of students enrolled  instructor  day(s)  time  and location.,nonsec
The system shall be able to display a printable summary for individual nursing students  which will include (but not be limited to) student name  student ID  admission date  classes  credits  GPA  and the cohort that the student is enrolled in.,nonsec
The system shall be able to display a printable summary of the system log.,nonsec
The system shall contain contact information (e-mail and phone number) for all people relevant to the system  including (but not limited to) staff members  students  lecture instructors  clinical lab instructors  and clinical site administrators.,nonsec
The system will use the stored e-mail addresses as a primary means of communicating information to affected parties.,nonsec
The system will notify affected parties for routine communication purposes  including but not limited to informing students of upcoming offered classes (timeline) and what their schedule will be/shall be.,nonsec
The system will notify affected parties when changes occur affecting clinicals  including but not limited to clinical section capacity changes  and clinical section cancellations.,nonsec
The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,nonsec
The system will notify affected parties when changes occur affecting cohorts  including but not limited to changes to the sequence for a cohort’s program of study and changes to a given week’s schedule (lab cancelled this week due to instructor illness).,nonsec
The system will notify affected parties when changes occur affecting specific students  including but not limited to changing a student’s status from full time to part time and moving a student to a different clinical section.,nonsec
Program Administrators/Nursing Staff Members shall have the ability to modify information relating to cohorts  including cohort identifier  program of study  preferred sequence of classes and quarters that a cohort will be taking specific classes.,nonsec
Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Program of Study within the Nursing Department  including the Program of study name  and required classes for that Program of Study.,nonsec
Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Site  including the clinical site name  site contact person  contact information  and address.,nonsec
Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Lab Section  including the clinical site name  the department/section for the lab  the class  instructor  day and time of lab  and contact information.,nonsec
Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Nursing Student  including student ID  student name  phone number  e-mail  status (full time or part time)  and program of study.,nonsec
The Disputes application shall comply with the corporate standards for user interface creation for internally and externally used applications.,nonsec
All screens created as part of the Disputes application must comply with corporate standards for interface creation.,nonsec
The list of dispute cases that are displayed after a search is performed must be color coded for easy identification of dispute cases based upon the dispute case status.,nonsec
100% of the cardmember and merchant services representatives shall use the Disputes application regularly after a 2-day training course.,nonsec
100% of cardmember services representatives shall be able to successfully create a dispute case on the first encounter after completing the training course.,nonsec
100% of merchant services representatives shall be able to successfully perform a follow up action on a dispute case on the first encounter after completing the training course.,nonsec
The maximum wait time for a user navigating from one screen to another within the Disputes application shall be no more than 5 seconds.,nonsec
The Disputes application shall support 350 concurrent users without any degradation of performance in the application.,nonsec
The Disputes application shall be available 24x7x365  with the exception of the following scheduled maintenance windows.  Monday – Saturday 3:00am to 4:00am EST Sunday 1:00amd to 5:00am EST,nonsec
The Disputes application shall interface with the Statement Database. The Statement Database provides the transaction details to the Disputes System. All transaction details must be obtained from the Statement Database,nonsec
The Disputes application shall interface with the Cardmember Information Database.  The Cardmember Information Database provides detailed information with regard to a cardmember.  All cardmember detail information must be obtained from the Cardmember Information Database.,nonsec
The Disputes applications shall interface with the Merchant Information Database.  The Merchant Information Database provides detailed information with regard to the merchant. All merchant detail information shall be obtained from the Merchant Information Database.,nonsec
The Disputes application shall interface with the Letters application.  This will allow the Disputes application to request letters as part of the dispute initiation and dispute follow up process. All letter requests must be sent to the Print Letter Utility application.,nonsec
The Disputes application shall interface with the Cardmember Posting and Billing System.  This will allow the Disputes application to request adjustments to cardmember and merchant’s accounts. All adjustment requests must be sent to the Cardmember Posting and Billing System.,nonsec
The Disputes application shall ensure that only users with the appropriate access level are allowed to initiate dispute requests.,sec
Only users with Update access must be able to initiate dispute requests.,sec
The Disputes application shall ensure that only authorized users are allowed to logon to the application.,sec
All authorized users  once authenticated must be able to logon to the Disputes System,sec
The Disputes System shall generate a User Report that details any new users that have been added and any changes to an existing user’s access level.  The report will be reviewed for auditing purposes.,sec
All additions of new users and modifications to user’s access shall be recorded on the User Report.,sec
If a user account is revoked  it can only be re-instantiated by the System Administrator.,sec
Only the System Administrator shall be able to reset a revoked user logon account,sec
The Disputes application shall manipulate and view business data. Users will not have direct access to data files or databases.,sec
All updates to data files or database must be initiated from the Disputes System.,sec
The Disputes application must conform to the legal requirements as specified by the Merchant Operating Regulations.,nonsec
All business rules specified in the Disputes System shall be in compliance with the Merchant Operating Regulations.,nonsec
The Disputes application must conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing.,nonsec
All business rules specified in the Disputes System shall be in compliance to the guidelines of Regulation E and Regulation Z.,nonsec
The Disputes application must maintain a detailed history of every action that a user takes on a dispute case.  This ensures a complete audit trail if questions arise later on with regard to a particular dispute case.,nonsec
All actions that modify an existing dispute case must be recorded in the case history.,nonsec
The Disputes System must be accessible by both internal and external users.,nonsec
The Disputes System must prevent users from accessing any dispute cases that do not belong to their cardholder base.,nonsec
The Disputes System will facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users.,nonsec
The Disputes System must provide different levels of access with regard to disputes case initiation and follow-up actions.,nonsec
The Disputes System shall provide view access capability for authorized users of the application.,nonsec
The Disputes System shall provide update access capability for authorized users of the application.,nonsec
The Disputes System must allow the users to select disputable transactions (based on the age of the transaction) from a user interface and initiate a dispute (ticket retrieval request or chargeback notification) on the selected transaction.,nonsec
The Disputes System must provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant.,nonsec
The Disputes System will provide the user the ability to create or initiate a ticket retrieval request.   As part of ticket retrieval creation process the system must prompt the user to enter all the required information to create the ticket retrieval request.  The ticket retrieval request is a document that is sent to merchant inquiring the validity of a transaction.,nonsec
The Disputes System must allow the user to create three unique types of ticket retrieval requests.  The three types of ticket retrieval requests are (1) Request for original receipt (2) Request for a copy of the receipt or (3) Request for a portfolio. A portfolio consists of documentation that would provide proof of a purchase such as the documentation that is received from a car rental agency that is more than a sales receipt.,nonsec
The Disputes System must prevent external users from requesting original receipts. Requests for original receipts are restricted to internal users.,nonsec
The Disputes System must provide a confirmation to the user upon the creation of ticket retrieval request that contains the following information; the dispute case number  the type of retrieval requested (copy  original or portfolio)  and the date that the merchant response is due.,nonsec
The Disputes System shall allow the user to create or initiate a chargeback request.  The system must prompt the user to enter the required information to initiate a chargeback request. The chargeback request results in a printed chargeback notification that is sent to merchant indicating that their account will be charged back if no proof is provided that the disputed transaction is valid.,nonsec
The Disputes System must provide a confirmation to the user upon the creation of a chargeback request. The confirmation must contain the following information; the dispute case number  the type of chargeback requested (pending or immediate)  and the date that the merchant response is due.,nonsec
The Disputes System shall prevent the creation of duplicate dispute requests 100% of the time.,nonsec
The Disputes System shall accurately provide a list of possible reason codes for a given transaction.  The list of possible reason codes must be derived based on the type of transaction and the industry that the merchant belongs to  according to the business rules defined for the Disputes System.,nonsec
The Disputes System must provide the ability to view existing dispute cases.,nonsec
The Disputes System must provide Search functionality.  The search method must include the ability to search by (1) the dispute case number  (2) the merchant account number  (3) the cardmember account number and (4) the issuer number.  In addition to the above criteria  the search functionality must further allow the user to limit the results of the search by a date range  the type of dispute (ticket retrieval request or chargeback notification)  the case status (open  closed or all) and the dispute reason code.,nonsec
A list of all disputes cases that meet the entered search criteria must be provided to the user.  The list of cases must differentiate the type and/or status of the case by color -coding the line item in the list.  For example all open cases will be yellow and all closed cases will be gray.,nonsec
The Disputes System shall provide the users the ability to view the history of all activities that have occurred on the dispute case.,nonsec
The Dispute System shall provide the users with the ability to follow up on a dispute case via follow-up actions.  The list of available follow up actions for a given dispute case must be filtered by the status of the case and the access level of the user.,nonsec
The Disputes System shall record the name of the user and the date for any activity that creates or modifies the disputes case in the system.  A detailed history of the actions taken on the case  including the date and the user that performed the action must be maintained for auditing purposes.,nonsec
For any systematic (non-user initiated) action that occurs on a case such as the disputes aging process  a case activity will be generated.  Upon the next logon the user that initiated the dispute case must be notified that a systematic action has occurred on the dispute case.,nonsec
All letter requests must be formatted according to guidelines specified by the Print Letter Utility system.,nonsec
Any disputes cases that have been closed for over 6 months must be purged from the online disputes database.,nonsec
The product must support Internet Explorer 5.5 and above.,nonsec
The product must support Mozilla Firefox 1.0 and above.,nonsec
The product shall interface with the Choice Parts System.  This provides the feed of recycled parts data.,nonsec
The product shall run on the existing hardware for all environments.,nonsec
The product shall adhere to the corporate Architecture guidelines,nonsec
The product shall comply with corporate User Interface Guidelines,nonsec
The product shall comply with corporate color scheme,nonsec
The appearance of the product shall appear professional,nonsec
The product shall be easy to use by Adjusters and Collision Estimators.  95% of Adjusters and Collision Estimators shall find the product easy to use.,nonsec
The product shall increase productivity of Collision Estimators. 80% of the Collision Estimators shall agree their productivity has increase within 1 month of using the product.,nonsec
Users shall feel satisfied using the product.  85% of all users will be satisfied with the product.,nonsec
The product shall be easy to learn by Adjusters and Collision Estimators.  The product shall be learned with two days onsite training,nonsec
The user shall easily locate instructions while using the product.  User help can be found within 90% of the system.,nonsec
The search for recycled parts shall take no longer than 15 seconds.  The search results shall be returned in under 15 seconds.,nonsec
The search for the preferred repair facility shall take no longer than 8 seconds.  The preferred repair facility is returned within 8 seconds,nonsec
The recycled parts audit report shall be returned to the user within 10 seconds.  The audit report shall be returned within 10 seconds.,nonsec
The preferred repair facility ratings shall be saved within 5 seconds. The save shall occur within 5 seconds.,nonsec
The product shall adhere to the corporate online availability schedule.  The application is brought down only within 98% of the scheduled outages per the availability schedule.,nonsec
The product shall achieve a 98% uptime. The product shall not fail more than 2% of the available online time.,nonsec
The product shall be able to handle up to 1500 simultaneous users. The system shall perform with 1500 users as a time.,nonsec
The average number of recycled parts records per day shall be 50 000.,nonsec
The product shall be able to handle 10 000 concurrent users within 2 years of the initial launch.,nonsec
For estimators  the product shall be able to be operated in a repair facility during dirty and noisy conditions.,nonsec
The product shall interface with the ChoiceParts system once per day at approximately 1:00 AM.,nonsec
The maintenance of the product will fall within the established corporate maintenance windows.,nonsec
The product shall be supported using the corporate support center.,nonsec
Product installations and upgrades shall be handled by the middleware technology team within established launch time frames.,nonsec
Only adjusters can request recycled parts audit reports. No users without an adjuster role shall request recycled parts audits.,sec
Only adjusters with a supervisor role can update preferred repair facility ratings. Users without the supervisor role cannot access the repair facility ratings.,sec
Only collision estimators shall search for recycled parts.  Users without the collision estimator role shall not have access to the search for recycled parts.,sec
Only valid data shall be entered into the system.  No invalid data shall be entered into the system.,sec
One insurance company shall not be able to view another insurance companys claim data.,sec
The product shall free of computer viruses.,sec
The system shall prevent malicious attacks including denial of service.,sec
The product must comply with Sarbanes-Oxley.,nonsec
The product shall comply with the estimatics laws relating to recycled parts usage.,nonsec
The product shall comply with insurance regulations regarding claims processing.,nonsec
The user shall search for the preferred repair facility using vehicle  vehicle location  and radius in miles,nonsec
The vehicle data shall include vehicle year  make  and model,nonsec
The vehicle location shall include street address  city  state  and zipcode,nonsec
The system shall resolve the zipcode for the street address  city  and state if zipcode is unknown.,nonsec
The search radius shall be between 1 and 30 miles,nonsec
The system shall locate the preferred repair facility with the highest ratings for the input criteria,nonsec
The adjuster shall enter the preferred repair facility on the estimate assignment.,nonsec
The adjuster shall be able to override the preferred repair facitlity on the estimate assignment.,nonsec
The preferred repair facility shall be returned to the user.,nonsec
The system shall return a list of repair facilities within the radius if the preferred repair facility cannot be determined.,nonsec
The estimator shall search for available recycled parts using damaged vehicle parts information.,nonsec
The estimator shall search for available recycled parts using a list of preferred parts suppliers.,nonsec
The system shall search for available recycled parts for the supplied vehicle parts and suppliers.,nonsec
The estimator shall search by zipcode with a radius of 30 miles if no parts are found for the preferred parts suppliers,nonsec
The system shall retain the available recycled parts and suppliers returned from the search.,nonsec
The available recycled parts information and their suppliers shall be returned to the user.,nonsec
The estimator shall apply selected recycled parts to the collision estimate.,nonsec
The estimator shall not apply recycled parts to the collision estimate if no available parts are returned.,nonsec
The adjuster shall review the collision estimate.,nonsec
The adjuster shall request a recycled parts audit of the collision estimate.,nonsec
The recycled parts search results provided to the estimator shall be retrieved by the system.,nonsec
The system shall generate an audit report based on the available recycled parts and the collision estimate.,nonsec
The audit report shall include the total number of recycled parts used in the estimate.,nonsec
The audit report shall include the number of available recycled parts from the original search results.,nonsec
The audit report shall include the percentage of available recycled parts used in the estimate,nonsec
The audit report shall include the total score of the audit which sums the indivual line items.,nonsec
The audit report shall be displayed to the user.,nonsec
The audit report shall be available to other adjusters at later points in time.,nonsec
The user shall select to view the preferred repair facility ratings.,nonsec
The current repair facility ratings shall be displayed to the user.,nonsec
The system will display a blank set of ratings if there are not ratings yet defined.,nonsec
The user shall enter new ratings based on the audit report,nonsec
The ratings shall be from a scale of 1-10,nonsec
The ratings shall include categories for attempted use of recycled parts and actual use of recycled parts,nonsec
The user shall select to save the preferred repair facility ratings.,nonsec
The preferred repair facility ratings shall be saved by the system.,nonsec
The product must work with most database management systems (DBMS) on the market  whether the DBMS is colocated with the product on the same machine or is located on a different machine on the computer network.,nonsec
The product will function alongside server software on any operating system where the Java runtime can be installed.,nonsec
The product will require collaboration with a database management system (DBMS).  The DBMS may be located on the same machine as the product or on a separate machine residing on the same computer network.,nonsec
The product must make use of web/application server technology.  Open source examples include Apache web server  Tomcat  and the JBoss application server.,nonsec
A database management system such as Oracle  DB2  MySql or HSQL will need to be integrated with the product.,nonsec
The product’s Look and Feel shall be able to incorporate aspects of the customer’s organization such as logo  branding  and identity,nonsec
The product shall have a conservative and professional appearance.,nonsec
The product shall make the users want to use it. 80% of the users surveyed report they are regularly using the product after the first 2 weeks post-launch.,nonsec
The product shall be easy to use. 90% of users will be able to successfully reserve a conference room within 5 minutes of product use.,nonsec
The product shall give users feedback when necessary. 80% of the users surveyed report that the product accurately confirms their actions.,nonsec
The product shall allow the user to select a chosen language from one of the target market countries.,nonsec
The product shall allow for customization of start page and views preferences.,nonsec
An employee will be able to successfully use the product within a few minutes.  After informally navigating the product for less than 15 minutes  users shall be able to successfully setup meetings and reserve conference rooms.,nonsec
The product shall use a standard navigation menu familiar to most web users.,nonsec
The product shall allow for intuitive searching of available conference rooms.,nonsec
The product shall conform to the Americans with Disabilities Act.,nonsec
The response shall be fast enough to avoid interrupting the user’s flow of thought.  90% of tasks shall complete within 5 seconds.  98% of tasks shall complete within 8 seconds.,nonsec
Aside from server failure  the software product shall achieve 99.99% up time.,nonsec
The product shall create an exception log of problems encountered within the product for transmission to our company for analysis and resolution.,nonsec
The product shall be capable of handling up to 1 000 concurrent requests.  This number will increase to 2 000 by Release 2.  The concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours.,nonsec
The product shall be able to process 10 000 transactions per hour within two years of its launch.  This number will increase to 20 000 by Release 2.,nonsec
The product shall be expected to operate for at least 5 years for each customer installation.,nonsec
The product shall be used in office environments.,nonsec
The product must be able to interface with any HTML browser.  The product shall transmit data between the user and the product without problems. The product shall display HTML properly in 80% of all HTML browsers tested (minimum is to test 8 browsers).,nonsec
The product must be able to interface with various database management systems. The product shall communicate successfully with the database management system on 100% of all transactions.,nonsec
The product must be able to interface with various email servers. The product shall be able to send email.,nonsec
The product shall be available for distribution via the Internet as a binary or ZIP file.,nonsec
The product shall be available for distribution as a packaged CD.,nonsec
The product will be available for licensing as a one-server  two-five servers  or five-or-more servers license.,nonsec
